01/04/15,RB,Cedric Peerman,"CONCUSSION, SHOULDER",QUESTIONABLE,,Cincinnati Bengals
01/04/15,WR,James Wright,KNEE,OUT,Missed Wild Card game at Indianapolis,Cincinnati Bengals
12/28/14,G,Clint Boling,ILLNESS,PROBABLE,,Cincinnati Bengals
12/28/14,LB,Chris Carter,KNEE,PROBABLE,,Cincinnati Bengals
12/28/14,CB,Darqueze Dennard,SHIN,PROBABLE,,Cincinnati Bengals
12/28/14,DE,Wallace Gilberry,HAMSTRING,PROBABLE,,Cincinnati Bengals
12/28/14,CB,Adam Jones,ILLNESS,QUESTIONABLE,,Cincinnati Bengals
12/28/14,LB,Emmanuel Lamur,HAMSTRING,QUESTIONABLE,,Cincinnati Bengals
12/28/14,CB,Chris Lewis-Harris,ILLNESS,QUESTIONABLE,,Cincinnati Bengals
12/28/14,S,Reggie Nelson,ILLNESS,QUESTIONABLE,,Cincinnati Bengals
12/28/14,CB,Terence Newman,ILLNESS,QUESTIONABLE,,Cincinnati Bengals
12/28/14,K,Mike Nugent,ILLNESS,PROBABLE,,Cincinnati Bengals
12/22/14,DE,Carlos Dunlap,CALF,PROBABLE,,Cincinnati Bengals
12/22/14,DE,Margus Hunt,ANKLE,PROBABLE,,Cincinnati Bengals
12/22/14,CB,Dre Kirkpatrick,ACHILLES,PROBABLE,Left Wild Card game at Indianapolis,Cincinnati Bengals
12/22/14,QB,AJ McCarron,ILLNESS,QUESTIONABLE,,Cincinnati Bengals
12/22/14,T,Marshall Newhouse,ILLNESS,PROBABLE,,Cincinnati Bengals
12/22/14,G,Mike Pollak,KNEE,PROBABLE,,Cincinnati Bengals
12/22/14,WR,Brandon Tate,ILLNESS,PROBABLE,,Cincinnati Bengals
12/14/14,S,Shawn Williams,CHEST,PROBABLE,,Cincinnati Bengals
12/07/14,DE,Robert Geathers,HIP,PROBABLE,,Cincinnati Bengals
12/07/14,TE,Ryan Hewitt,ILLNESS,PROBABLE,,Cincinnati Bengals
12/07/14,DT,Domata Peko,ELBOW,QUESTIONABLE,,Cincinnati Bengals
11/30/14,S,George Iloka,GROIN,PROBABLE,,Cincinnati Bengals
11/30/14,LB,Nico Johnson,ILLNESS,QUESTIONABLE,,Cincinnati Bengals
11/30/14,WR,Greg Little,ILLNESS,PROBABLE,,Cincinnati Bengals
11/25/14,T,Andre Smith,TORN LEFT TRICEPS,&nbsp;,,Cincinnati Bengals
11/23/14,RB,Giovani Bernard,"HIP, CLAVICLE",PROBABLE,,Cincinnati Bengals
11/23/14,G,Kevin Zeitler,CALF,PROBABLE,,Cincinnati Bengals
11/16/14,CB,Leon Hall,CONCUSSION,PROBABLE,,Cincinnati Bengals
11/16/14,LB,Rey Maualuga,HAMSTRING,QUESTIONABLE,Left Wild Card game at Indianapolis,Cincinnati Bengals
11/16/14,S,Taylor Mays,FOOT,PROBABLE,,Cincinnati Bengals
11/02/14,DT,Brandon Thompson,KNEE,QUESTIONABLE,,Cincinnati Bengals
10/26/14,TE,Kevin Brock,NECK,PROBABLE,,Cincinnati Bengals
10/12/14,LB,Vincent Rey,CALF,PROBABLE,,Cincinnati Bengals
10/05/14,RB,Rex Burkhead,KNEE,PROBABLE,,Cincinnati Bengals
09/21/14,T,Andrew Whitworth,KNEE,PROBABLE,,Cincinnati Bengals
09/14/14,DT,Geno Atkins,FEET,PROBABLE,,Cincinnati Bengals
02/04/15,WR,Josh Gordon,Suspension,SUSPEND,Suspended indefinitely.,Cleveland Browns
12/28/14,TE,Gary Barnidge,RIB,QUESTIONABLE,,Cleveland Browns
12/28/14,DE,Desmond Bryant,THUMB,QUESTIONABLE,,Cleveland Browns
12/28/14,CB,Joe Haden,SHOULDER,QUESTIONABLE,,Cleveland Browns
12/28/14,WR,Andrew Hawkins,THUMB,QUESTIONABLE,,Cleveland Browns
12/28/14,QB,Brian Hoyer,"RIGHT SHOULDER, BICEPS",DOUBTFUL,Missed Week 17 at Baltimore,Cleveland Browns
12/28/14,WR,Marlon Moore,KNEE,PROBABLE,,Cleveland Browns
12/28/14,NT,Ahtyba Rubin,ANKLE,OUT,Missed Week 17 at Baltimore,Cleveland Browns
12/28/14,LB,Jabaal Sheard,FOOT,QUESTIONABLE,,Cleveland Browns
12/28/14,TE,Ryan Taylor,ELBOW,QUESTIONABLE,,Cleveland Browns
12/28/14,CB,K'Waun Williams,HAMSTRING,QUESTIONABLE,,Cleveland Browns
12/21/14,LB,Karlos Dansby,KNEE,QUESTIONABLE,,Cleveland Browns
12/21/14,CB,Robert Nelson,HAMSTRING,QUESTIONABLE,,Cleveland Browns
12/14/14,RB,Isaiah Crowell,HIP,PROBABLE,,Cleveland Browns
12/14/14,RB,Glenn Winston,ILLNESS,PROBABLE,,Cleveland Browns
12/07/14,TE,Jordan Cameron,CONCUSSION,QUESTIONABLE,,Cleveland Browns
12/07/14,LB,Paul Kruger,ILLNESS,PROBABLE,,Cleveland Browns
12/07/14,C,Nick McDonald,"ANKLE, KNEE",PROBABLE,,Cleveland Browns
12/07/14,LB,Barkevious Mingo,SHOULDER,PROBABLE,,Cleveland Browns
11/23/14,S,Johnson Bademosi,CONCUSSION,QUESTIONABLE,,Cleveland Browns
11/16/14,DE,Billy Winn,TOE,PROBABLE,,Cleveland Browns
11/14/14,DE,Phil Taylor,RIGHT KNEE,&nbsp;,,Cleveland Browns
11/06/14,WR,Taylor Gabriel,SHOULDER,PROBABLE,,Cleveland Browns
11/02/14,S,Jim Leonhard,ANKLE,PROBABLE,,Cleveland Browns
11/02/14,T,Joe Thomas,NOT INJURY RELATED,PROBABLE,,Cleveland Browns
10/27/14,DE,John Hughes,RIGHT KNEE,&nbsp;,,Cleveland Browns
10/19/14,RB,Ben Tate,FINGER,PROBABLE,,Cleveland Browns
10/12/14,G,John Greco,KNEE,PROBABLE,,Cleveland Browns
10/12/14,CB,Buster Skrine,THUMB,PROBABLE,,Cleveland Browns
09/21/14,WR,Travis Benjamin,KNEE,PROBABLE,,Cleveland Browns
09/21/14,P,Spencer Lanning,SHOULDER,PROBABLE,,Cleveland Browns
09/21/14,G,Paul McQuistan,ANKLE,PROBABLE,,Cleveland Browns
09/07/14,CB,Pierre Desir,KNEE,PROBABLE,,Cleveland Browns
09/07/14,LB,Eric Martin,CONCUSSION,PROBABLE,,Cleveland Browns
09/07/14,LB,Christian Yount,SHOULDER,PROBABLE,,Cleveland Browns
01/11/15,LB,Bruce Carter,KNEE,PROBABLE,,Dallas Cowboys
01/11/15,T,Doug Free,ANKLE,DOUBTFUL,,Dallas Cowboys
01/11/15,TE,James Hanna,KNEE,PROBABLE,,Dallas Cowboys
01/11/15,DT,Nick Hayden,SHOULDER,PROBABLE,,Dallas Cowboys
01/11/15,S,Jeff Heath,THUMB,PROBABLE,,Dallas Cowboys
01/11/15,LB,Anthony Hitchens,ANKLE,QUESTIONABLE,,Dallas Cowboys
01/11/15,G,Zack Martin,ANKLE,PROBABLE,,Dallas Cowboys
01/11/15,LB,Rolando McClain,"KNEE, CONCUSSION",QUESTIONABLE,Left Divisional Playoff game at Green Bay,Dallas Cowboys
01/11/15,DT,Terrell McClain,ANKLE,QUESTIONABLE,Missed Divisional Playoff game at Green Bay,Dallas Cowboys
01/11/15,DE,Jeremy Mincey,CONCUSSION,QUESTIONABLE,,Dallas Cowboys
01/11/15,RB,DeMarco Murray,HAND,PROBABLE,,Dallas Cowboys
01/11/15,QB,Tony Romo,BACK,PROBABLE,,Dallas Cowboys
01/04/15,DT,Josh Brent,CALF,PROBABLE,,Dallas Cowboys
01/04/15,DE,Tyrone Crawford,ILLNESS,QUESTIONABLE,,Dallas Cowboys
