Date,Pos,Player,Injury,NFL Status,Fantasy News
12/08/14,CB,Sam Shields,CONCUSSION,QUESTIONABLE,
12/08/14,G,Lane Taylor,ILLNESS,PROBABLE,
11/30/14,WR,Davante Adams,HEEL,PROBABLE,
11/30/14,TE,Brandon Bostick,HIP,PROBABLE,
11/30/14,CB,Jarrett Bush,GROIN,QUESTIONABLE,
11/23/14,DE,Datone Jones,ANKLE,QUESTIONABLE,
11/09/14,S,Morgan Burnett,CALF,QUESTIONABLE,
10/26/14,RB,James Starks,ANKLE,PROBABLE,
10/19/14,LB,Sam Barrington,HAMSTRING,PROBABLE,
10/19/14,WR,Jarrett Boykin,GROIN,QUESTIONABLE,
10/19/14,CB,Tramon Williams,ANKLE,QUESTIONABLE,
10/12/14,T,David Bakhtiari,BACK,PROBABLE,
10/02/14,LB,Brad Jones,QUADRICEPS,PROBABLE,
09/21/14,CB,Casey Hayward,GLUTE,QUESTIONABLE,
09/21/14,S,Micah Hyde,KNEE,PROBABLE,
09/14/14,CB,Demetri Goodson,CONCUSSION,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,G,Brandon Brooks,"KNEE, ANKLE",PROBABLE,
12/28/14,T,Tyson Clabo,SHOULDER,PROBABLE,
12/28/14,LB,Brian Cushing,ANKLE,PROBABLE,
12/28/14,TE,C.J. Fiedorowicz,SHOULDER,PROBABLE,
12/28/14,RB,Arian Foster,NOT INJURY RELATED,PROBABLE,Left Week 17 vs. Jacksonville
12/28/14,TE,Garrett Graham,ANKLE,OUT,Missed Week 17 vs. Jacksonville
12/28/14,WR,DeAndre Hopkins,WRIST,PROBABLE,
12/28/14,CB,Kareem Jackson,BACK,PROBABLE,
12/28/14,WR,Andre Johnson,NOT INJURY RELATED,PROBABLE,
12/28/14,CB,Johnathan Joseph,ANKLE,PROBABLE,
12/28/14,LB,Whitney Mercilus,"BACK, FINGER",PROBABLE,
12/28/14,LB,Mike Mohamed,CONCUSSION,OUT,Missed Week 17 vs. Jacksonville
12/28/14,NT,Ryan Pickett,GROIN,PROBABLE,
12/28/14,WR,DeVier Posey,CALF,OUT,Missed Week 17 vs. Jacksonville
12/28/14,QB,Tom Savage,KNEE,OUT,Missed Week 17 vs. Jacksonville
12/28/14,G,Xavier Su'a-Filo,BACK,PROBABLE,
12/28/14,LB,Jeff Tarpinian,KNEE,PROBABLE,
12/21/14,LB,Akeem Dent,NECK,PROBABLE,
12/14/14,S,Danieal Manning,HAMSTRING,PROBABLE,
12/10/14,LB,Jadeveon Clowney,RIGHT KNEE MICROFRACTURE SURGERY,&nbsp;,
12/07/14,TE,Anthony Denham,ILLNESS,PROBABLE,
12/07/14,P,Shane Lechler,BICEPS,PROBABLE,
12/07/14,T,Derek Newton,KNEE,PROBABLE,
11/30/14,S,Kendrick Lewis,KNEE,PROBABLE,
11/30/14,CB,Darryl Morris,THIGH,PROBABLE,
11/30/14,S,D.J. Swearinger,ANKLE,PROBABLE,
11/23/14,RB,Jonathan Grimes,ANKLE,PROBABLE,
11/23/14,LB,Justin Tuggle,SHOULDER,PROBABLE,
11/16/14,LB,Brooks Reed,GROIN,PROBABLE,
11/16/14,LB,John Simon,ANKLE,PROBABLE,
11/02/14,RB,Alfred Blue,ANKLE,PROBABLE,
11/02/14,CB,Jumal Rolle,WRIST,PROBABLE,
10/26/14,NT,Jerrell Powe,SHOULDER,PROBABLE,
10/20/14,C,Chris Myers,NOT INJURY RELATED,PROBABLE,
10/20/14,DE,J.J. Watt,THIGH,PROBABLE,
10/09/14,CB,A.J. Bouye,GROIN,PROBABLE,
10/09/14,WR,Damaris Johnson,FOOT,PROBABLE,
10/09/14,G,Ben Jones,KNEE,PROBABLE,
10/09/14,S,Eddie Pleasant,ANKLE,PROBABLE,
10/05/14,T,Duane Brown,KNEE,PROBABLE,
09/28/14,DE,Jared Crick,NECK,PROBABLE,
09/21/14,RB,Jay Prosch,HAND,PROBABLE,
09/14/14,CB,Elbert Mack,FOOT,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
01/18/15,CB,Vontae Davis,KNEE,QUESTIONABLE,
01/18/15,CB,Greg Toler,GROIN,QUESTIONABLE,
01/18/15,LB,Erik Walden,KNEE,PROBABLE,
01/17/15,RB,Trent Richardson,PERSONAL REASONS,&nbsp;,
01/11/15,LB,Jerrell Freeman,ABDOMEN,PROBABLE,
01/11/15,C,Jonotthan Harrison,CONCUSSION,PROBABLE,
01/11/15,LB,Andrew Jackson,HAMSTRING,PROBABLE,
01/11/15,LB,D'Qwell Jackson,NOT INJURY RELATED,PROBABLE,
01/11/15,LB,Henoc Muamba,BACK,PROBABLE,
01/11/15,C,A.Q. Shipley,ANKLE,PROBABLE,
01/11/15,WR,Reggie Wayne,NOT INJURY RELATED,PROBABLE,
01/06/15,G,Hugh Thornton,SHOULDER,&nbsp;,
01/04/15,TE,Dwayne Allen,KNEE,PROBABLE,
01/04/15,WR,Josh Cribbs,NOT INJURY RELATED,PROBABLE,
01/04/15,G,Joe Reitz,ANKLE,PROBABLE,
01/04/15,LB,Bjoern Werner,SHOULDER,PROBABLE,
01/01/15,T,Gosder Cherilus,GROIN,&nbsp;,
12/28/14,WR,T.Y. Hilton,HAMSTRING,QUESTIONABLE,
12/28/14,DE,Cory Redding,KNEE,PROBABLE,
12/14/14,S,Mike Adams,BACK,PROBABLE,
12/14/14,S,Sergio Brown,ILLNESS,PROBABLE,
12/14/14,CB,Darius Butler,ILLNESS,PROBABLE,
12/14/14,S,LaRon Landry,ILLNESS,PROBABLE,
12/14/14,T,Xavier Nixon,FOOT,PROBABLE,
12/14/14,LB,Andy Studebaker,HAMSTRING,PROBABLE,
12/07/14,CB,Jalil Brown,ANKLE,QUESTIONABLE,
12/07/14,DT,Arthur Jones,ILLNESS,PROBABLE,
12/07/14,NT,Zach Kerr,ILLNESS,PROBABLE,
12/07/14,G,Lance Louis,ILLNESS,PROBABLE,
11/30/14,S,Colt Anderson,KNEE,QUESTIONABLE,
11/30/14,CB,Josh Gordy,BACK,PROBABLE,
11/16/14,LB,Victor Butler,HAMSTRING,PROBABLE,
11/16/14,LB,Josh McNary,ANKLE,PROBABLE,
10/26/14,TE,Jack Doyle,KNEE,QUESTIONABLE,
10/19/14,T,Jack Mewhort,ANKLE,PROBABLE,
09/29/14,LB,Mario Harvey,KNEE,&nbsp;,
09/21/14,C,Khaled Holmes,ANKLE,PROBABLE,
09/21/14,DT,Ricky Jean Francois,ANKLE,QUESTIONABLE,
09/21/14,WR,Hakeem Nicks,ILLNESS,QUESTIONABLE,
09/15/14,NT,Josh Chapman,ANKLE,QUESTIONABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,QB,Blake Bortles,FOOT,PROBABLE,
12/28/14,C,Luke Bowanko,WRIST,PROBABLE,
12/28/14,DE,Andre Branch,GROIN,PROBABLE,
12/28/14,DE,Chris Clemons,KNEE,PROBABLE,
12/28/14,RB,Toby Gerhart,RIBS,PROBABLE,Left Week 17 at Houston
12/28/14,DT,Roy Miller III,KNEE,DOUBTFUL,Missed Week 17 at Houston
12/28/14,WR,Cecil Shorts III,SHOULDER,PROBABLE,
12/28/14,WR,Tommy Streeter,ABDOMEN,PROBABLE,Missed Week 17 at Houston
12/27/14,WR,Justin Blackmon,Suspension,SUSPEND,Suspended indefinitely. Out for season
12/18/14,DE,Ryan Davis,HIP POINTER,QUESTIONABLE,
12/18/14,S,Josh Evans,FOOT,QUESTIONABLE,
12/18/14,WR,Marqise Lee,ELBOW,PROBABLE,Left Week 17 at Houston
12/14/14,LB,J.T. Thomas III,ANKLE,PROBABLE,
12/07/14,LB,Jeremiah George,ANKLE,PROBABLE,
12/07/14,DT,Sen'Derrick Marks,FOOT,PROBABLE,Left Week 17 at Houston
12/07/14,LB,LaRoy Reynolds,NECK,QUESTIONABLE,
12/03/14,T,Austin Pasztor,HAMSTRING,&nbsp;,
11/30/14,CB,Demetrius McCray,ANKLE,PROBABLE,
11/23/14,G,Brandon Linder,SHOULDER,PROBABLE,
11/09/14,S,Sherrod Martin,SHOULDER,PROBABLE,
11/09/14,RB,Jordan Todman,QUADRICEPS,PROBABLE,
11/09/14,LB,Dekoda Watson,HAMSTRING,PROBABLE,
11/02/14,CB,Dwayne Gratz,GROIN,PROBABLE,
11/02/14,WR,Allen Hurns,ANKLE,PROBABLE,
11/02/14,T,Luke Joeckel,CONCUSSION,PROBABLE,
10/26/14,S,Craig Loston,HAMSTRING,PROBABLE,
10/19/14,TE,Clay Harbor,KNEE,PROBABLE,
10/12/14,RB,Storm Johnson,ANKLE,PROBABLE,
10/05/14,RB,Will Ta'ufo'ou,ANKLE,PROBABLE,
09/21/14,S,Johnathan Cyprien,CONCUSSION,PROBABLE,
09/21/14,S,Winston Guy,ILLNESS,PROBABLE,
09/21/14,CB,Jeremy Harris,ILLNESS,PROBABLE,
09/16/14,TE,Marcedes Lewis,HIGH LEFT ANKLE SPRAIN,&nbsp;,
09/14/14,DT,Abry Jones,ABDOMEN,PROBABLE,
09/07/14,P,Bryan Anger,RIGHT GROIN,PROBABLE,
09/07/14,G,Zane Beadles,CALF,PROBABLE,
09/07/14,K,Josh Scobee,RIGHT QUADRICEPS,PROBABLE,
09/07/14,T,Josh Wells,SHOULDER,QUESTIONABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,WR,Dwayne Bowe,SHOULDER,QUESTIONABLE,
12/28/14,RB,Jamaal Charles,"HAMSTRING, ANKLE",QUESTIONABLE,Left Week 17 vs. San Diego
12/28/14,TE,Anthony Fasano,KNEE,PROBABLE,
12/28/14,G,Zach Fulton,"FOOT, TOE",QUESTIONABLE,
12/28/14,CB,Phillip Gaines,ILLNESS,OUT,Missed Week 17 vs. San Diego
12/28/14,LB,Tamba Hali,KNEE,PROBABLE,
12/28/14,LB,Josh Martin,HAND,PROBABLE,
12/28/14,LB,Joe Mays,KNEE,PROBABLE,
12/28/14,QB,Alex Smith,SPLEEN,OUT,Missed Week 17 vs. San Diego
12/21/14,DE,Allen Bailey,CONCUSSION,PROBABLE,
12/21/14,DT,Jaye Howard,"ILLNESS, SHOULDER",PROBABLE,
12/21/14,LB,Josh Mauga,OBLIQUE,PROBABLE,
12/21/14,CB,Chris Owens,KNEE,PROBABLE,
12/21/14,CB,Sean Smith,GROIN,PROBABLE,
12/14/14,S,Husain Abdullah,FOOT,PROBABLE,
12/14/14,WR,Donnie Avery,GROIN,PROBABLE,
12/14/14,WR,Junior Hemingway,CONCUSSION,PROBABLE,
12/14/14,LB,James-Michael Johnson,"BACK, KNEE",PROBABLE,
12/07/14,P,Dustin Colquitt,RIGHT CALF,PROBABLE,
12/07/14,CB,Jamell Fleming,HAMSTRING,PROBABLE,
12/07/14,LB,Dee Ford,QUADRICEPS,PROBABLE,
12/07/14,G,Mike McGlynn,QUADRICEPS,PROBABLE,
11/30/14,T,Donald Stephenson,SHOULDER,PROBABLE,
11/30/14,DT,Kevin Vickerson,CALF,QUESTIONABLE,Left Week 17 vs. San Diego
11/24/14,S,Eric Berry,NON-FOOTBALL ILLNESS,&nbsp;,NFI. Out for season
11/20/14,TE,Travis Kelce,"RIBS, SHOULDER",PROBABLE,
10/26/14,LB,Justin Houston,ANKLE,PROBABLE,
10/05/14,CB,Marcus Cooper,KNEE,QUESTIONABLE,
10/05/14,RB,De'Anthony Thomas,HAMSTRING,PROBABLE,
10/05/14,LB,Frank Zombo,HAMSTRING,PROBABLE,
09/30/14,RB,Joe McKnight,ACHILLES,&nbsp;,
09/29/14,DE,Vance Walker,SHOULDER,PROBABLE,
09/21/14,C,Eric Kush,SHOULDER,PROBABLE,
09/14/14,WR,Frankie Hammond Jr.,SHOULDER,PROBABLE,
09/14/14,WR,Albert Wilson,ANKLE,PROBABLE,
09/07/14,RB,Anthony Sherman,BACK,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,TE,Charles Clay,"HAMSTRING, KNEE",PROBABLE,
12/28/14,CB,Cortland Finnegan,ANKLE,PROBABLE,
12/28/14,LB,Jonathan Freeny,HAMSTRING,PROBABLE,
12/28/14,LB,Jelani Jenkins,FOOT,QUESTIONABLE,
12/28/14,LB,Koa Misi,"HAMSTRING, KNEE",PROBABLE,Left Week 17 vs. New York Jets
12/28/14,DT,Earl Mitchell,BACK,PROBABLE,
12/28/14,DT,Jared Odrick,ANKLE,PROBABLE,
12/28/14,DE,Derrick Shelby,ANKLE,QUESTIONABLE,
12/28/14,G,Dallas Thomas,FOOT,QUESTIONABLE,
12/28/14,RB,Daniel Thomas,KNEE,PROBABLE,
12/28/14,WR,Mike Wallace,BACK,PROBABLE,
12/21/14,LB,Chris McCain,ANKLE,PROBABLE,
12/21/14,LB,Jordan Tripp,FOOT,PROBABLE,
12/14/14,S,Walt Aikens,ILLNESS,PROBABLE,
12/14/14,DE,Dion Jordan,ANKLE,PROBABLE,
12/14/14,TE,Dion Sims,NECK,PROBABLE,
12/14/14,S,Jimmy Wilson,HAMSTRING,PROBABLE,
12/07/14,WR,Brian Hartline,KNEE,PROBABLE,
12/07/14,T,Ja'Wuan James,NECK,PROBABLE,
12/07/14,C,Samson Satele,RIBS,PROBABLE,
12/01/14,G,Daryn Colledge,BACK,PROBABLE,
12/01/14,WR,Rishard Matthews,GROIN,PROBABLE,
11/23/14,WR,Jarvis Landry,SHOULDER,PROBABLE,
11/23/14,RB,Lamar Miller,"SHOULDER, KNEE",QUESTIONABLE,
11/23/14,C,Mike Pouncey,HIP,PROBABLE,
11/23/14,LB,Kelvin Sheppard,"HIP, GROIN",PROBABLE,
11/23/14,QB,Ryan Tannehill,LEFT SHOULDER,PROBABLE,
11/13/14,DE,John Denney,KNEE,QUESTIONABLE,
11/10/14,T,Branden Albert,"TORN RIGHT ACL, MCL",&nbsp;,
10/26/14,CB,Brent Grimes,GROIN,PROBABLE,
10/26/14,LB,Philip Wheeler,"SHOULDER, THUMB",PROBABLE,
10/19/14,WR,Brandon Gibson,HAMSTRING,PROBABLE,
10/19/14,G,Shelley Smith,KNEE,PROBABLE,
10/12/14,DT,Randy Starks,BACK,PROBABLE,
09/28/14,DE,Terrence Fede,KNEE,PROBABLE,
09/28/14,T,Billy Turner,FOOT,PROBABLE,
09/28/14,RB,Damien Williams,ANKLE,QUESTIONABLE,
09/21/14,DT,Bruce Gaston,KNEE,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,RB,Matt Asiata,FOOT,PROBABLE,
12/28/14,S,Robert Blanton,ANKLE,PROBABLE,
12/28/14,S,Antone Exum Jr.,KNEE,PROBABLE,
12/28/14,DT,Sharrif Floyd,KNEE,PROBABLE,
12/28/14,TE,Chase Ford,FOOT,PROBABLE,
12/28/14,T,Mike Harris,FOOT,PROBABLE,
12/28/14,WR,Greg Jennings,HAMSTRING,PROBABLE,
12/28/14,G,Charlie Johnson,ANKLE,PROBABLE,
12/28/14,S,Andrew Sendejo,THUMB,PROBABLE,
12/28/14,WR,Jarius Wright,BACK,QUESTIONABLE,Left Week 17 vs. Chicago
12/21/14,LB,Chad Greenway,NOT INJURY RELATED,PROBABLE,
12/21/14,DT,Linval Joseph,ILLNESS,PROBABLE,
12/21/14,C,Cullen Loeffler,ILLNESS,PROBABLE,
12/21/14,CB,Xavier Rhodes,WRIST,PROBABLE,
12/21/14,DE,Brian Robison,ANKLE,PROBABLE,
12/21/14,TE,Kyle Rudolph,"ANKLE, KNEE",DOUBTFUL,
12/14/14,RB,Jerome Felton,NECK,PROBABLE,
12/14/14,DE,Everson Griffen,LOW BACK,PROBABLE,
12/14/14,WR,Cordarrelle Patterson,HAMSTRING,QUESTIONABLE,
12/14/14,CB,Jabari Price,HAMSTRING,PROBABLE,
12/14/14,S,Harrison Smith,SHOULDER,PROBABLE,
12/10/14,LB,Michael Mauti,UNDISCLOSED,&nbsp;,
12/07/14,TE,Rhett Ellison,ANKLE,PROBABLE,
11/30/14,T,Matt Kalil,KNEE,PROBABLE,
11/26/14,T,Phil Loadholt,TORN PECTORAL MUSCLE,&nbsp;,
11/23/14,DE,Scott Crichton,HIP,PROBABLE,
11/23/14,CB,Captain Munnerlyn,NOT INJURY RELATED,PROBABLE,
11/02/14,LB,Gerald Hodges,HAMSTRING,PROBABLE,
11/02/14,CB,Josh Robinson,ANKLE,PROBABLE,
10/26/14,G,Vladimir Ducasse,KNEE,QUESTIONABLE,
10/26/14,C,John Sullivan,CONCUSSION,PROBABLE,
10/26/14,DE,Corey Wootton,BACK,PROBABLE,
10/12/14,QB,Teddy Bridgewater,ANKLE,PROBABLE,
10/02/14,WR,Rodney Smith,HAMSTRING,PROBABLE,
10/02/14,LB,Brandon Watts,KNEE,PROBABLE,
09/14/14,RB,Zach Line,ANKLE,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
02/01/15,QB,Tom Brady,ANKLE,PROBABLE(SB BYE),Full practice. Probable for the Super Bowl vs. Seattle
02/01/15,CB,Brandon Browner,KNEE,QUESTIONABLE(SB BYE),
02/01/15,LB,Dont'a Hightower,SHOULDER,QUESTIONABLE(SB BYE),Limited practice. Questionable for the Super Bowl vs. Seattle
02/01/15,DT,Chris Jones,ELBOW,QUESTIONABLE(SB BYE),Limited practice. Questionable for the Super Bowl vs. Seattle
02/01/15,WR,Brandon LaFell,"SHOULDER, TOE",QUESTIONABLE(SB BYE),
02/01/15,DT,Sealver Siliga,FOOT,QUESTIONABLE(SB BYE),Limited practice. Questionable for the Super Bowl vs. Seattle
02/01/15,C,Bryan Stork,KNEE,QUESTIONABLE(SB BYE),
01/29/15,LB,Akeem Ayers,Knee,QUESTIONABLE,Limited practice. Questionable for the Super Bowl vs. Seattle
01/10/15,WR,Julian Edelman,CONCUSSION,PROBABLE,
01/10/15,RB,Jonas Gray,ANKLE,PROBABLE,
12/28/14,C,Danny Aiken,FINGER,QUESTIONABLE,
12/28/14,CB,Kyle Arrington,HAMSTRING,QUESTIONABLE,
12/28/14,RB,LeGarrette Blount,SHOULDER,QUESTIONABLE,
12/28/14,LB,Jamie Collins,HIP,QUESTIONABLE,
12/28/14,G,Dan Connolly,KNEE,QUESTIONABLE,
12/28/14,T,Cameron Fleming,ANKLE,QUESTIONABLE,
12/28/14,DE,Chandler Jones,HIP,QUESTIONABLE,
12/28/14,DE,Rob Ninkovich,HEEL,QUESTIONABLE,
12/28/14,RB,Shane Vereen,ANKLE,QUESTIONABLE,
12/28/14,T,Sebastian Vollmer,BACK,QUESTIONABLE,
12/28/14,LB,Chris White,ANKLE,QUESTIONABLE,
12/17/14,DT,Dominique Easley,KNEE,&nbsp;,
12/07/14,T,Marcus Cannon,HIP,PROBABLE,
11/23/14,S,Nate Ebner,FINGER,QUESTIONABLE,
11/16/14,WR,Matthew Slater,SHOULDER,PROBABLE,
11/16/14,C,Ryan Wendell,KNEE,QUESTIONABLE,
10/26/14,S,Devin McCourty,RIB,PROBABLE,
10/05/14,TE,Rob Gronkowski,KNEE,PROBABLE,
09/29/14,S,Don Jones,HAMSTRING,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,S,Jamarca Sanford,HAMSTRING,PROBABLE,
12/28/14,T,Zach Strief,NECK,PROBABLE,
12/28/14,DB,Kenny Vaccaro,Quad,OUT,Missed Week 17 at Tampa Bay
12/26/14,DE,Akiem Hicks,ANKLE,&nbsp;,
12/15/14,LB,Junior Galette,NECK,QUESTIONABLE,
12/15/14,LB,David Hawthorne,HIP,PROBABLE,
12/15/14,CB,Keenan Lewis,ILLNESS,PROBABLE,
12/07/14,RB,Travaris Cadet,HAMSTRING,PROBABLE,
12/07/14,RB,Mark Ingram,"ANKLE, TOE",PROBABLE,
12/07/14,LB,Kyle Knox,HAND,PROBABLE,
12/07/14,RB,Khiry Robinson,FOREARM,PROBABLE,
11/30/14,C,Jonathan Goodwin,TOE,PROBABLE,
11/30/14,G,Ben Grubbs,NECK,PROBABLE,
11/30/14,LB,Curtis Lofton,ANKLE,PROBABLE,
11/24/14,WR,Robert Meachem,ANKLE,QUESTIONABLE,
11/16/14,P,Thomas Morstead,ILLNESS,PROBABLE,
11/09/14,TE,Jimmy Graham,SHOULDER,PROBABLE,
11/09/14,WR,Kenny Stills,THIGH,PROBABLE,
10/26/14,LB,Ramon Humber,ANKLE,QUESTIONABLE,
10/26/14,CB,Patrick Robinson,HAMSTRING,PROBABLE,
10/19/14,RB,Erik Lorig,ANKLE,PROBABLE,
10/19/14,LB,Ronald Powell,ILLNESS,PROBABLE,
10/05/14,S,Marcus Ball,HAMSTRING,PROBABLE,
10/05/14,TE,Benjamin Watson,GROIN,PROBABLE,
10/05/14,CB,Corey White,FOOT,PROBABLE,
09/21/14,C,Tim Lelito,BACK,QUESTIONABLE,
09/21/14,WR,Joseph Morgan,KNEE,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,DB,Stevie Brown,Foot,LEFT,Left Week 17 vs. Philadelphia
12/28/14,TE,Larry Donnell,Ankle,LEFT,Left Week 17 vs. Philadelphia
12/28/14,DE,Paul Hazel,HAMSTRING,PROBABLE,
12/28/14,RB,Rashad Jennings,ANKLE,PROBABLE,
12/28/14,LB,Devon Kennard,TOE,OUT,Missed Week 17 vs. Philadelphia
12/28/14,LB,Jameel McClain,KNEE,PROBABLE,
12/28/14,RB,Andre Williams,SHOULDER,QUESTIONABLE,
12/16/14,T,James Brewer,CONCUSSION,&nbsp;,
12/14/14,LB,Mark Herzlich,CONCUSSION,PROBABLE,
12/14/14,QB,Eli Manning,BACK,PROBABLE,
12/07/14,DT,Cullen Jenkins,CALF,PROBABLE,
12/07/14,WR,Preston Parker,KNEE,PROBABLE,
12/07/14,T,Justin Pugh,QUADRICEPS,PROBABLE,
12/07/14,CB,Dominique Rodgers-Cromartie,"BACK, SHOULDER",PROBABLE,
12/03/14,G,Geoff Schwartz,ANKLE,&nbsp;,
12/02/14,G,Adam Snyder,KNEE,&nbsp;,
11/30/14,WR,Odell Beckham Jr.,BACK,PROBABLE,
11/30/14,S,Antrel Rolle,NOT INJURY RELATED,PROBABLE,
11/16/14,S,Nat Berhe,ANKLE,PROBABLE,Left Week 17 vs. Philadelphia
11/16/14,TE,Daniel Fells,NECK,PROBABLE,
11/16/14,DE,Damontre Moore,SHOULDER,PROBABLE,
11/09/14,CB,Zack Bowman,ABDOMEN,QUESTIONABLE,
11/09/14,G,Weston Richburg,ANKLE,PROBABLE,
11/09/14,P,Steve Weatherford,"LEFT ANKLE, BACK",PROBABLE,
11/03/14,DE,Jason Pierre-Paul,SHOULDER,PROBABLE,
10/19/14,LB,Spencer Paysinger,HAMSTRING,QUESTIONABLE,
09/25/14,T,Charles Brown,SHOULDER,QUESTIONABLE,
09/21/14,DT,Markus Kuhn,ANKLE,PROBABLE,
09/08/14,G,Brandon Mosley,BACK,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,S,Antonio Allen,HAND,PROBABLE,
12/28/14,G,Willie Colon,KNEE,PROBABLE,
12/28/14,K,Nick Folk,RIGHT HIP,PROBABLE,
12/28/14,NT,Damon Harrison,ILLNESS,QUESTIONABLE,
12/28/14,RB,Chris Ivory,HAMSTRING,PROBABLE,
12/28/14,S,Jaiquawn Jarrett,SHOULDER,QUESTIONABLE,Missed Week 17 at Miami
12/28/14,RB,Chris Johnson,KNEE,PROBABLE,
12/28/14,S,Dawan Landry,ILLNESS,QUESTIONABLE,
12/28/14,C,Nick Mangold,"FINGER, ANKLE",QUESTIONABLE,
12/28/14,CB,Darrin Walls,SHOULDER,QUESTIONABLE,
12/28/14,DE,Muhammad Wilkerson,"TOE, ILLNESS",QUESTIONABLE,
12/21/14,WR,Saalim Hakim,QUADRICEPS,QUESTIONABLE,
12/21/14,S,Calvin Pryor,SHOULDER,PROBABLE,
12/14/14,TE,Jace Amaro,CONCUSSION,PROBABLE,
12/14/14,LB,Trevor Reilly,CONCUSSION,PROBABLE,
12/07/14,TE,Jeff Cumberland,ILLNESS,PROBABLE,
12/07/14,WR,Jeremy Kerley,ILLNESS,PROBABLE,
12/07/14,CB,Josh Thomas,ILLNESS,PROBABLE,
12/01/14,G,Oday Aboushi,SHOULDER,PROBABLE,
12/01/14,LB,Antwan Barnes,KNEE,PROBABLE,
12/01/14,RB,John Conner,GROIN,PROBABLE,
12/01/14,WR,Eric Decker,TOE,PROBABLE,
12/01/14,DE,Leger Douzable,ANKLE,PROBABLE,
12/01/14,LB,David Harris,SHOULDER,PROBABLE,
12/01/14,RB,Bilal Powell,ILLNESS,PROBABLE,
12/01/14,DT,Sheldon Richardson,LOW BACK,PROBABLE,Left Week 17 at Miami
12/01/14,QB,Michael Vick,"RIGHT WRIST,ILLNESS",PROBABLE,
11/24/14,WR,T.J. Graham,NECK,PROBABLE,
11/24/14,QB,Geno Smith,RIGHT SHOULDER,PROBABLE,
11/09/14,T,Breno Giacomini,ILLNESS,PROBABLE,
11/02/14,CB,Phillip Adams,GROIN,PROBABLE,
11/02/14,LB,Demario Davis,FINGER,PROBABLE,
10/16/14,S,Josh Bush,QUADRICEPS,DOUBTFUL,
10/16/14,WR,David Nelson,ANKLE,PROBABLE,
09/28/14,C,Dalton Freeman,KNEE,PROBABLE,
09/22/14,LB,Nick Bellore,HIP,PROBABLE,
09/22/14,LB,Quinton Coples,ELBOW,PROBABLE,
09/22/14,LB,A.J. Edds,HAMSTRING,PROBABLE,
09/14/14,DE,Ikemefuna Enemkpali,FOOT,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,WR,Vincent Brown,GROIN,OUT,Missed Week 17 at Denver
12/28/14,CB,TJ Carrie,ANKLE,QUESTIONABLE,Missed Week 17 at Denver
12/28/14,CB,Chimdi Chekwa,HAMSTRING,OUT,Missed Week 17 at Denver
12/28/14,S,Ras-I Dowling,HAMSTRING,PROBABLE,
12/28/14,LB,Khalil Mack,HAMSTRING,QUESTIONABLE,
12/28/14,WR,Denarius Moore,"KNEE, ANKLE",OUT,Missed Week 17 at Denver
12/28/14,T,Menelik Watson,"FOOT, ANKLE",QUESTIONABLE,
12/21/14,QB,Derek Carr,RIGHT THUMB,PROBABLE,
12/21/14,CB,DJ Hayden,BACK,QUESTIONABLE,
12/21/14,DT,C.J. Wilson,KNEE,QUESTIONABLE,
12/14/14,WR,Andre Holmes,SHOULDER,PROBABLE,
12/14/14,DT,Pat Sims,SHOULDER,QUESTIONABLE,
12/14/14,CB,Neiko Thorpe,HAND,PROBABLE,
12/07/14,RB,Latavius Murray,CONCUSSION,PROBABLE,
11/30/14,G,Gabe Jackson,KNEE,QUESTIONABLE,
11/20/14,LB,Miles Burris,HIP,PROBABLE,
11/16/14,T,Khalif Barnes,QUADRICEPS,PROBABLE,
11/16/14,RB,Jamize Olawale,"SHOULDER, HAMSTRING",PROBABLE,
11/16/14,DE,Justin Tuck,NECK,QUESTIONABLE,
11/09/14,CB,Keith McGill,GROIN,PROBABLE,
11/09/14,WR,Kenbrell Thompkins,NOT INJURY RELATED,PROBABLE,
11/02/14,RB,Marcel Reece,QUADRICEPS,PROBABLE,
10/26/14,G,Austin Howard,NECK,PROBABLE,
10/19/14,DE,Benson Mayowa,KNEE,PROBABLE,
10/07/14,LB,Kaluka Maiava,HAMSTRING,&nbsp;,
09/28/14,RB,Maurice Jones-Drew,HAND,PROBABLE,
09/28/14,T,Matt McCants,KNEE,PROBABLE,
09/21/14,DT,Antonio Smith,BACK,QUESTIONABLE,
09/07/14,K,Sebastian Janikowski,RIGHT QUADRICEPS,PROBABLE,
Date,Pos,Player,Injury,NFL Status,Fantasy News
12/28/14,DT,Beau Allen,SHOULDER,PROBABLE,
